962,115115285,0,962,115232379
962,118758831,1,962,118954379
962,121772888,1,962,122117144
962,131108090,2,962,131385940
962,134432064,3,962,134557832
962,137428292,5,962,137537138
962,140389420,8,962,140505762
962,143305695,13,962,143558365
962,146382618,21,962,146495438
962,149822159,34,962,149939851
962,154720616,55,962,154831632
962,163155505,89,962,163286133
962,168852672,144,962,168974528
962,177741422,233,962,177882358
962,180983974,377,962,181102084
962,183948192,610,962,184070050
962,186950146,987,962,187069138
962,189755830,1597,962,189886056
962,192660078,2584,962,192904230
962,195528314,4181,962,195650948
962,198389856,6765,962,198512566
962,201258438,10946,962,201467636
962,204334334,17711,962,204461674
962,207123402,28657,962,207250818
962,209918174,46368,962,210287256
962,212966614,75025,962,213093850
962,215978656,121393,962,216107160
962,218781785,196418,962,218998473
962,221771443,317811,962,221902007
962,224821502,514229,962,224953348
962,227654284,832040,962,227812660
962,230862412,1346269,962,231058218
962,234219418,2178309,962,234358708
962,237235486,3524578,962,237378558
962,240106388,5702887,962,240243626
962,248330192,9227465,962,248466046
962,251287058,14930352,962,251422376
962,254296388,24157817,962,254581350
962,257400732,39088169,962,257535754
962,260399134,63245986,962,260534742
962,264276950,102334155,962,264542954
